ZIP,FUEL TYPE,reg_cnt
81625,DIESEL,1810
81625,ELECTRIC VEHICLE,0
81625,FLEXIBLE,1210
81625,GAS,10340
81625,HYBRID ELECTRIC VEHICLE,20
81625,PLUG IN HYBRID ELECTRIC VEHICLE,0
81625,,70
81626,DIESEL,50
81626,FLEXIBLE,10
81626,GAS,180
81626,,0
81630,DIESEL,210
81630,FLEXIBLE,100
81630,GAS,940
81630,HYBRID ELECTRIC VEHICLE,10
81630,,10
81631,DIESEL,660
81631,ELECTRIC VEHICLE,0
81631,FLEXIBLE,800
81631,GAS,7220
81631,HYBRID ELECTRIC VEHICLE,80
81631,PLUG IN HYBRID ELECTRIC VEHICLE,0
81631,,30
81632,DIESEL,530
81632,ELECTRIC VEHICLE,20
81632,FLEXIBLE,1000
81632,GAS,8290
81632,HYBRID ELECTRIC VEHICLE,120
81632,PLUG IN HYBRID ELECTRIC VEHICLE,10
81632,,30
81633,DIESEL,0
81633,GAS,0
81635,COMPRESSED NATURAL GAS,30
81635,CONVERTIBLE,0
81635,DIESEL,620
81635,FLEXIBLE,660
81635,GAS,5310
81635,HYBRID ELECTRIC VEHICLE,40
81635,PLUG IN HYBRID ELECTRIC VEHICLE,0
81635,,80
81636,GAS,0
81637,DIESEL,770
81637,ELECTRIC VEHICLE,0
81637,FLEXIBLE,640
81637,GAS,6900
81637,HYBRID ELECTRIC VEHICLE,130
81637,PLUG IN HYBRID ELECTRIC VEHICLE,0
81637,,40
81638,DIESEL,50
81638,FLEXIBLE,10
81638,GAS,160
81638,,0
81639,DIESEL,370
81639,FLEXIBLE,210
81639,GAS,2040
81639,HYBRID ELECTRIC VEHICLE,10
81639,PLUG IN HYBRID ELECTRIC VEHICLE,0
81639,,10
81640,DIESEL,80
81640,FLEXIBLE,10
81640,GAS,260
81640,HYBRID ELECTRIC VEHICLE,0
81640,,0
81641,CONVERTIBLE,0
81641,DIESEL,750
81641,FLEXIBLE,430
81641,GAS,3500
81641,HYBRID ELECTRIC VEHICLE,10
81641,PLUG IN HYBRID ELECTRIC VEHICLE,0
81641,,20
81642,DIESEL,0
81642,FLEXIBLE,0
81642,GAS,70
81642,HYBRID ELECTRIC VEHICLE,0
81643,DIESEL,160
81643,FLEXIBLE,50
81643,GAS,780
81643,HYBRID ELECTRIC VEHICLE,10
81643,,0
81645,DIESEL,90
81645,FLEXIBLE,110
81645,GAS,1200
81645,HYBRID ELECTRIC VEHICLE,10
81645,PLUG IN HYBRID ELECTRIC VEHICLE,0
81645,,10
81646,DIESEL,40
81646,FLEXIBLE,10
81646,GAS,160
81646,HYBRID ELECTRIC VEHICLE,0
81646,,0
81647,CONVERTIBLE,0
81647,DIESEL,610
81647,ELECTRIC VEHICLE,0
81647,FLEXIBLE,550
81647,GAS,6370
81647,HYBRID ELECTRIC VEHICLE,90
81647,PLUG IN HYBRID ELECTRIC VEHICLE,0
81647,,30
81648,CONVERTIBLE,0
81648,DIESEL,440
81648,FLEXIBLE,290
81648,GAS,2220
81648,HYBRID ELECTRIC VEHICLE,0
81648,,20
81649,DIESEL,20
81649,FLEXIBLE,10
81649,GAS,250
81649,HYBRID ELECTRIC VEHICLE,0
81649,,0
81650,CONVERTIBLE,0
81650,DIESEL,1530
81650,ELECTRIC VEHICLE,0
81650,FLEXIBLE,1180
81650,GAS,12040
81650,HYBRID ELECTRIC VEHICLE,110
81650,PLUG IN HYBRID ELECTRIC VEHICLE,0
81650,,80
81652,CONVERTIBLE,0
81652,DIESEL,930
81652,ELECTRIC VEHICLE,0
81652,FLEXIBLE,460
81652,GAS,5190
81652,HYBRID ELECTRIC VEHICLE,50
81652,PLUG IN HYBRID ELECTRIC VEHICLE,0
81652,,50
81653,DIESEL,0
81653,FLEXIBLE,0
81653,GAS,30
81654,DIESEL,100
81654,ELECTRIC VEHICLE,0
81654,FLEXIBLE,120
81654,GAS,1370
81654,HYBRID ELECTRIC VEHICLE,20
81654,PLUG IN HYBRID ELECTRIC VEHICLE,0
81654,,10
81655,DIESEL,60
81655,ELECTRIC VEHICLE,0
81655,FLEXIBLE,80
81655,GAS,530
81655,HYBRID ELECTRIC VEHICLE,0
81655,PLUG IN HYBRID ELECTRIC VEHICLE,0
81655,,0
81656,DIESEL,40
81656,ELECTRIC VEHICLE,0
81656,FLEXIBLE,40
81656,GAS,470
81656,HYBRID ELECTRIC VEHICLE,0
81656,,0
81657,CONVERTIBLE,0
81657,DIESEL,380
81657,ELECTRIC VEHICLE,30
81657,FLEXIBLE,850
81657,GAS,8020
81657,HYBRID ELECTRIC VEHICLE,110
81657,PLUG IN HYBRID ELECTRIC VEHICLE,10
81657,,40
81658,GAS,20
